table_id,year,row_code,row_type,column_code,column_type,value
59,2024,212,Commodity,485,Commodity,0.0023933
59,2024,212,Commodity,486,Commodity,0.0018574
59,2024,212,Commodity,487OS,Commodity,0.0021449
59,2024,212,Commodity,493,Commodity,0.0011105
59,2024,212,Commodity,4A0,Commodity,0.0009463
59,2024,212,Commodity,511,Commodity,0.0007065
59,2024,212,Commodity,512,Commodity,0.0007568
59,2024,212,Commodity,513,Commodity,0.0016345
59,2024,212,Commodity,514,Commodity,0.0027326
59,2024,212,Commodity,521CI,Commodity,0.0006141
59,2024,212,Commodity,523,Commodity,0.0012051
59,2024,212,Commodity,524,Commodity,0.0004079
59,2024,212,Commodity,525,Commodity,0.0010749
59,2024,212,Commodity,532RL,Commodity,0.0011466
59,2024,212,Commodity,5411,Commodity,0.000403
59,2024,212,Commodity,5412OP,Commodity,0.0018035
59,2024,212,Commodity,5415,Commodity,0.0007057
59,2024,212,Commodity,55,Commodity,0.000849
59,2024,212,Commodity,561,Commodity,0.0021312
59,2024,212,Commodity,562,Commodity,0.0027733
59,2024,212,Commodity,61,Commodity,0.0029367
59,2024,212,Commodity,621,Commodity,0.0011757
59,2024,212,Commodity,622,Commodity,0.0016628
59,2024,212,Commodity,623,Commodity,0.0013051
59,2024,212,Commodity,624,Commodity,0.0019077
59,2024,212,Commodity,711AS,Commodity,0.0027435
59,2024,212,Commodity,713,Commodity,0.0071541
59,2024,212,Commodity,721,Commodity,0.0018407
59,2024,212,Commodity,722,Commodity,0.0021308
59,2024,212,Commodity,81,Commodity,0.0030474
59,2024,212,Commodity,GFE,Commodity,0.0012168
59,2024,212,Commodity,GFGD,Commodity,0.0018197
59,2024,212,Commodity,GFGN,Commodity,0.006564
59,2024,212,Commodity,GSLE,Commodity,0.0172205
59,2024,212,Commodity,GSLG,Commodity,0.0024147
59,2024,212,Commodity,HS,Commodity,0.0005651
59,2024,212,Commodity,ORE,Commodity,0.0022079
59,2024,212,Commodity,Other,Commodity,0.006564
59,2024,212,Commodity,Used,Commodity,0.0109455
59,2024,213,Commodity,111CA,Commodity,0.0011883
59,2024,213,Commodity,113FF,Commodity,0.0003701
59,2024,213,Commodity,211,Commodity,0.0616196
59,2024,213,Commodity,212,Commodity,0.0238504
59,2024,213,Commodity,213,Commodity,1.0210463
59,2024,213,Commodity,22,Commodity,0.0032557
59,2024,213,Commodity,23,Commodity,0.0012695
59,2024,213,Commodity,311FT,Commodity,0.0008044
59,2024,213,Commodity,313TT,Commodity,0.0011505
59,2024,213,Commodity,315AL,Commodity,0.0003617
59,2024,213,Commodity,321,Commodity,0.0007213
59,2024,213,Commodity,322,Commodity,0.0010222
59,2024,213,Commodity,323,Commodity,0.0007743
59,2024,213,Commodity,324,Commodity,0.0367852
59,2024,213,Commodity,325,Commodity,0.0031963
59,2024,213,Commodity,326,Commodity,0.0013022
59,2024,213,Commodity,327,Commodity,0.0026069
59,2024,213,Commodity,331,Commodity,0.0024229
59,2024,213,Commodity,332,Commodity,0.0009748
59,2024,213,Commodity,333,Commodity,0.0006738
59,2024,213,Commodity,334,Commodity,0.0001883
